,Train_idx
808,302
809,262
810,629
811,705
812,2045
813,802
814,1297
815,1787
816,1722
817,397
818,1361
819,1530
820,1811
821,474
822,1723
823,2326
824,2015
825,1864
826,1263
827,1139
828,2242
829,1145
830,617
831,1546
832,1375
833,1734
834,1302
835,2007
836,2234
837,516
838,2535
839,2406
840,999
841,1132
842,1611
843,1409
844,436
845,1387
846,291
847,1903
848,395
849,719
850,149
851,1376
852,30
853,545
854,1685
855,1573
856,1491
857,2426
858,1493
859,2102
860,73
861,1829
862,1054
863,1436
864,1725
865,927
866,1495
867,1433
868,425
869,1861
870,1246
871,992
872,1806
873,2443
874,1581
875,356
876,1242
877,2126
878,458
879,1673
880,2020
881,736
882,1479
883,2116
884,501
885,1657
886,1772
887,1667
888,1742
889,293
890,737
891,1587
892,1608
893,1496
894,1885
895,537
896,1977
897,2118
898,618
899,1064
900,652
901,2498
902,2248
903,161
904,2043
905,1396
906,485
907,15
908,2181
909,250
910,485
911,944
912,1807
913,1304
914,450
915,1619
916,1990
917,2116
918,1566
919,725
920,2514
921,720
922,2133
923,1139
924,1518
925,2252
926,2492
927,1904
928,1429
929,414
930,440
931,1146
932,494
933,2541
934,1822
935,1916
936,1076
937,473
938,2471
939,2049
940,1611
941,2529
942,1962
943,1972
944,1127
945,2012
946,1745
947,112
948,423
949,2571
950,1634
951,632
952,1748
953,2043
954,2384
955,317
956,171
957,2155
958,30
959,1668
960,2514
961,78
962,723
963,1810
964,2265
965,657
966,180
967,108
968,1536
969,1086
970,1093
971,198
972,1011
973,2530
974,2541
975,1747
976,2521
977,169
978,1881
979,1693
980,234
981,757
982,996
983,993
984,1633
985,2490
986,1341
987,875
988,183
989,1583
990,265
991,2202
992,596
993,20
994,1805
995,1300
996,1463
997,839
998,832
999,1352
1000,1992
1001,2428
1002,1601
1003,2067
1004,966
1005,1202
1006,726
1007,2221
1008,1870
1009,299
1010,286
1011,1236
1012,1893
1013,1753
1014,660
1015,1517
1016,277
1017,278
1018,1566
1019,1008
1020,84
1021,2109
1022,67
1023,462
1024,1252
1025,883
1026,2075
1027,1960
1028,2488
1029,1837
1030,748
1031,2513
1032,2366
1033,800
1034,2507
1035,1276
1036,1529
1037,2580
1038,2227
1039,1137
1040,1054
1041,1293
1042,2355
1043,681
1044,1366
1045,566
1046,2590
1047,266
1048,2477
1049,804
1050,358
1051,341
1052,1758
1053,2468
1054,143
1055,165
1056,2343
1057,1009
1058,1318
1059,1035
1060,1853
1061,419
1062,2278
1063,1452
1064,1593
1065,2036
1066,1400
1067,1037
1068,467
1069,283
1070,1807
1071,2117
1072,111
1073,931
1074,1309
1075,2587
1076,872
1077,993
1078,2142
1079,2449
1080,1962
1081,1702
1082,2503
1083,2477
1084,1715
1085,1020
1086,1225
1087,1483
1088,2200
1089,58
1090,2194
1091,167
1092,2437
1093,2167
1094,139
1095,1220
1096,1869
1097,369
1098,70
1099,2516
1100,123
1101,2213
1102,2202
1103,2603
1104,1232
1105,305
1106,494
1107,1350
1108,1504
1109,718
1110,152
1111,655
1112,1156
1113,972
1114,154
1115,1707
1116,1632
1117,1003
1118,2229
1119,861
1120,784
1121,2119
1122,1676
1123,1645
1124,903
1125,1516
1126,1567
1127,1473
1128,1194
1129,847
1130,978
1131,420
1132,1563
1133,1370
1134,2143
1135,2404
1136,1255
1137,649
1138,1180
1139,946
1140,1657
1141,279
1142,1416
1143,1657
1144,1058
1145,1571
1146,1610
1147,135
1148,2500
1149,195
1150,1903
1151,66
1152,2147
1153,2195
1154,2089
1155,385
1156,2335
1157,1140
1158,1195
1159,1720
1160,145
1161,2301
1162,1359
1163,628
1164,636
1165,1743
1166,2314
1167,794
1168,1466
1169,46
1170,1557
1171,1421
1172,891
1173,602
1174,874
1175,1798
1176,2060
1177,1928
1178,2530
1179,1753
1180,1126
1181,2314
1182,1609
1183,2133
1184,1349
1185,78
1186,1952
1187,266
1188,2478
1189,757
1190,705
1191,2346
1192,1645
1193,5
1194,758
1195,105
1196,958
1197,339
1198,1868
1199,2043
1200,1956
1201,1213
1202,568
1203,1840
1204,1898
1205,1340
1206,1292
1207,2543
1208,743
1209,1191
1210,1058
1211,504
1212,1873
1213,2469
1214,1132
1215,278
1216,1354
1217,1244
1218,2096
1219,93
1220,2124
1221,767
1222,432
1223,196
1224,2385
1225,2543
1226,1819
1227,269
1228,568
1229,1279
1230,2471
1231,637
1232,22
1233,1749
1234,1177
1235,2161
1236,176
1237,1630
1238,508
1239,833
1240,1302
1241,495
1242,1610
1243,260
1244,2053
1245,793
1246,1064
1247,393
1248,1366
1249,1067
1250,2209
1251,382
1252,2438
1253,473
1254,1971
1255,1851
1256,2109
1257,453
1258,546
1259,975
1260,1066
1261,1620
1262,410
1263,1618
1264,2048
1265,552
1266,1394
1267,1195
1268,1374
1269,2616
1270,1521
1271,1447
1272,67
1273,1004
1274,391
1275,474
1276,2591
1277,2602
1278,757
1279,1277
1280,1409
1281,394
1282,2259
1283,1345
1284,2564
1285,1208
1286,924
1287,1716
1288,1335
1289,1246
1290,289
1291,466
1292,1221
1293,1919
1294,524
1295,977
1296,1136
1297,1648
1298,567
1299,1831
1300,1800
1301,709
1302,105
1303,726
1304,2048
1305,703
1306,311
1307,157
1308,1718
1309,397
1310,835
1311,1682
1312,1352
1313,2566
1314,1109
1315,2276
1316,304
1317,2434
1318,1967
1319,1605
1320,357
1321,1644
1322,2274
1323,465
1324,2563
1325,772
1326,2146
1327,49
1328,1561
1329,47
1330,1130
1331,694
1332,675
1333,1525
1334,1103
1335,817
1336,654
1337,1622
1338,1226
1339,2167
1340,2064
1341,2107
1342,2081
1343,97
1344,2382
1345,2365
1346,1894
1347,2516
1348,286
1349,2473
1350,678
1351,898
1352,1434
1353,2276
1354,185
1355,2009
1356,1059
1357,2512
1358,282
1359,1157
1360,988
1361,1424
1362,2507
1363,284
1364,101
1365,280
1366,1976
1367,1351
1368,864
1369,2161
1370,1226
1371,368
1372,1030
1373,1610
1374,617
1375,2217
1376,695
1377,576
1378,2354
1379,2461
1380,137
1381,1770
1382,1295
1383,1397
1384,685
1385,2564
1386,661
1387,1771
1388,401
1389,444
1390,1907
1391,1464
1392,2344
1393,2481
1394,2238
1395,2112
1396,602
1397,2537
1398,1947
1399,502
1400,2510
1401,1656
1402,1460
1403,865
1404,604
1405,2494
1406,1806
1407,53
1408,2118
1409,1778
1410,1901
1411,571
1412,673
1413,1464
1414,2329
1415,1147
1416,1001
1417,2432
1418,2118
1419,2340
1420,1186
1421,555
1422,1957
1423,852
1424,650
1425,1022
1426,762
1427,96
1428,1069
1429,1106
1430,400
1431,1197
1432,905
1433,2371
1434,2210
1435,359
1436,739
1437,825
1438,1456
1439,1275
1440,1818
1441,935
1442,2339
1443,1072
1444,1492
1445,829
1446,2060
1447,1857
1448,1039
1449,2551
1450,2071
1451,2504
1452,2091
1453,783
1454,759
1455,406
1456,1716
1457,919
1458,571
1459,1099
1460,364
1461,605
1462,1428
1463,1241
1464,914
1465,597
1466,1115
1467,1490
1468,2522
1469,255
1470,2226
1471,808
1472,1610
1473,2544
1474,2436
1475,726
1476,1597
1477,1084
1478,1937
1479,302
1480,1496
1481,796
1482,1233
1483,15
1484,1439
1485,927
1486,2295
1487,1876
1488,502
1489,1477
1490,1120
1491,2347
1492,1587
1493,1313
1494,1936
1495,2418
1496,1250
1497,799
1498,2310
1499,2153
1500,1333
1501,766
1502,347
1503,1484
1504,1883
1505,2247
1506,1739
1507,611
1508,867
1509,1585
1510,2026
1511,946
1512,2098
1513,779
1514,1944
1515,1127
1516,1458
1517,2484
1518,1733
1519,423
1520,1044
1521,2053
1522,2419
1523,1442
1524,561
1525,35
1526,130
1527,985
1528,2531
1529,2397
1530,1272
1531,1379
1532,1829
1533,2318
1534,1117
1535,857
1536,1569
1537,2290
1538,1713
1539,188
1540,1257
1541,1690
1542,45
1543,1232
1544,1006
1545,2610
1546,2503
1547,211
1548,1374
1549,2485
1550,1970
1551,1596
1552,820
1553,223
1554,1661
1555,1220
1556,1205
1557,1244
1558,262
1559,2563
1560,1438
1561,208
1562,2129
1563,840
1564,6
1565,1584
1566,2450
1567,1031
1568,1948
1569,328
1570,618
1571,1948
1572,1064
1573,2418
1574,161
1575,1686
1576,1396
1577,1230
1578,2131
1579,845
1580,506
1581,1584
1582,888
1583,2599
1584,1842
1585,464
1586,1811
1587,1883
1588,2228
1589,1926
1590,645
1591,438
1592,2442
1593,484
1594,455
1595,670
1596,2276
1597,25
1598,1114
1599,71
1600,992
1601,1919
1602,347
1603,246
1604,1935
1605,1343
1606,709
1607,286
1608,2427
1609,1905
1610,1362
1611,1569
1612,74
1613,1632
1614,2039
1615,2599
1616,1278
1617,848
1618,204
1619,1757
1620,2591
1621,1442
1622,921
1623,2439
1624,1153
1625,1305
1626,41
1627,2047
1628,363
1629,2358
1630,2533
1631,1610
1632,795
1633,1042
1634,396
1635,70
1636,1388
1637,1371
1638,1733
1639,377
1640,1408
1641,1739
1642,1252
1643,701
1644,1524
1645,65
1646,1762
1647,2260
1648,1506
1649,141
1650,2457
1651,1847
1652,957
1653,1384
1654,942
1655,314
1656,1866
1657,1032
1658,1356
1659,791
1660,2161
1661,419
1662,1982
1663,1030
1664,914
1665,302
1666,381
1667,333
1668,1459
1669,1197
1670,556
1671,2379
1672,1095
1673,10
1674,1092
1675,973
1676,2592
1677,2405
1678,1002
1679,585
1680,212
1681,2134
1682,708
1683,1911
1684,2356
1685,351
1686,801
1687,2148
1688,798
1689,2044
1690,1543
1691,2037
1692,750
1693,1224
1694,1932
1695,241
1696,637
1697,2537
1698,955
1699,1487
1700,2277
1701,1684
1702,1
1703,1339
1704,400
1705,1103
1706,1915
1707,291
1708,254
1709,1637
1710,2012
1711,1373
1712,1395
1713,29
1714,962
1715,1930
1716,784
1717,2486
1718,2349
1719,90
1720,297
1721,1070
1722,63
1723,1105
1724,399
1725,1015
1726,1658
1727,2597
1728,966
1729,248
1730,1278
1731,2118
1732,391
1733,1508
1734,558
1735,2422
1736,1082
1737,2110
1738,1455
1739,2122
1740,1024
1741,1339
1742,1370
1743,428
1744,510
1745,416
1746,346
1747,1352
1748,2038
1749,2038
1750,2422
1751,211
1752,2049
1753,1199
1754,2058
1755,2537
1756,1497
1757,85
1758,2423
1759,190
1760,316
1761,590
1762,630
1763,861
1764,1489
1765,35
1766,2288
1767,1388
1768,322
1769,932
1770,332
1771,1506
1772,815
1773,1378
1774,442
1775,23
1776,1871
1777,2280
1778,933
1779,1185
1780,1871
1781,1841
1782,1009
1783,1352
1784,1573
1785,880
1786,1217
1787,1087
1788,235
1789,2481
1790,412
1791,1146
1792,917
1793,844
1794,2614
1795,752
1796,2385
1797,883
1798,2061
1799,389
1800,2489
1801,1363
1802,2616
1803,746
1804,2576
1805,164
1806,1600
1807,1313
1808,2037
1809,2200
1810,2053
1811,1577
1812,746
1813,484
1814,1633
1815,1791
1816,2617
1817,346
1818,2506
1819,2091
1820,1158
1821,2572
1822,1130
1823,1416
1824,2029
1825,2341
1826,2397
1827,2230
1828,2007
1829,925
1830,419
1831,428
1832,1803
1833,874
1834,55
1835,1751
1836,1218
1837,382
1838,1092
1839,420
1840,2442
1841,1245
1842,2284
1843,2559
1844,1368
1845,2305
1846,1822
1847,1053
1848,1423
1849,961
1850,1349
1851,2205
1852,1799
1853,1674
1854,512
1855,911
1856,103
1857,2328
1858,2221
1859,43
1860,374
1861,113
1862,750
1863,2438
1864,1605
1865,2397
1866,920
1867,418
1868,786
1869,225
1870,1087
1871,2136
1872,405
1873,1205
1874,746
1875,231
1876,930
1877,2548
1878,1527
1879,2174
1880,61
1881,120
1882,2271
1883,1066
1884,2304
1885,94
1886,2411
1887,1734
1888,2366
1889,1697
1890,2528
1891,594
1892,2290
1893,2375
1894,208
1895,248
1896,2267
1897,595
1898,440
1899,2475
1900,1
1901,923
1902,1504
1903,564
1904,197
1905,2144
1906,1031
1907,1623
1908,2281
1909,1552
1910,1151
1911,1543
1912,2082
1913,2432
1914,287
1915,1226
1916,2385
1917,661
1918,1178
1919,555
1920,629
1921,434
1922,1071
1923,1162
1924,231
1925,1043
1926,16
1927,542
1928,1027
1929,1708
1930,2241
1931,64
1932,824
1933,1221
1934,2381
1935,1564
1936,559
1937,382
1938,1410
1939,343
1940,1106
1941,1893
1942,43
1943,107
1944,716
1945,73
1946,248
1947,283
1948,1763
1949,791
1950,2495
1951,2136
1952,1757
1953,1997
1954,1691
1955,73
1956,75
1957,892
1958,1680
1959,93
1960,2221
1961,2472
1962,1433
1963,364
1964,117
1965,838
1966,2531
1967,1081
1968,2277
1969,43
1970,31
1971,2344
1972,969
1973,2208
1974,1422
1975,2052
1976,52
1977,118
1978,906
1979,60
1980,2180
1981,1277
1982,1045
1983,2103
1984,1394
1985,355
1986,506
1987,1454
1988,638
1989,70
1990,1959
1991,359
1992,1408
1993,2430
1994,1876
1995,2592
1996,1124
1997,253
1998,489
1999,1173
2000,2427
2001,645
2002,2019
2003,1763
2004,1574
2005,939
2006,44
2007,1723
2008,2441
2009,200
2010,834
2011,2143
2012,227
2013,1920
2014,229
2015,2471
2016,2343
2017,1701
2018,716
2019,1193
2020,2574
2021,1285
2022,1112
2023,1282
2024,2371
2025,1912
2026,1827
2027,334
2028,931
2029,1194
2030,1759
2031,2402
2032,1743
2033,218
2034,2344
2035,44
2036,780
2037,2507
2038,1633
2039,1456
2040,283
2041,210
2042,1627
2043,274
2044,192
2045,922
2046,470
2047,663
2048,2060
2049,371
2050,305
2051,1650
2052,983
2053,1434
2054,23
2055,1415
2056,1111
2057,291
2058,1946
2059,181
2060,784
2061,834
2062,648
2063,2008
2064,1524
2065,1874
2066,699
2067,40
2068,577
2069,2018
2070,1051
2071,1850
2072,255
2073,1039
2074,16
2075,250
2076,168
2077,2323
2078,1906
2079,1820
2080,537
2081,1493
2082,1868
2083,660
2084,746
2085,40
2086,2362
2087,2304
2088,624
2089,2330
2090,1534
2091,2104
2092,1247
2093,1822
2094,1
2095,759
2096,368
2097,259
2098,2314
2099,2266
2100,2105
2101,1962
2102,2610
2103,1286
2104,2171
2105,1739
2106,1657
2107,1925
2108,1247
2109,1503
2110,2343
2111,1490
2112,2460
2113,421
2114,676
2115,1448
2116,1241
2117,1571
2118,502
2119,1524
2120,558
2121,1698
2122,461
2123,1420
2124,224
2125,2382
2126,2124
2127,1914
2128,2409
2129,2386
2130,1190
2131,2098
2132,1394
2133,1916
2134,319
2135,1195
2136,751
2137,1000
2138,358
2139,2486
2140,2215
2141,1503
2142,1886
2143,307
2144,625
2145,1787
2146,795
2147,2476
2148,923
2149,2369
2150,331
2151,1919
2152,2542
2153,2482
2154,216
2155,2428
2156,1313
2157,2208
2158,1371
2159,948
2160,946
2161,1645
2162,1876
2163,1517
2164,59
2165,697
2166,787
2167,206
2168,290
2169,2393
2170,1251
2171,155
2172,656
2173,1499
2174,363
2175,2399
2176,2539
2177,2497
2178,1008
2179,415
2180,2389
2181,2491
2182,2172
2183,2451
2184,1473
2185,96
2186,394
2187,1178
2188,1332
2189,1578
2190,1384
2191,2139
2192,259
2193,1966
2194,2299
2195,1781
2196,482
2197,227
2198,1693
2199,2578
2200,163
2201,2566
2202,2016
2203,1797
2204,343
2205,2017
2206,2510
2207,1664
2208,2123
2209,2086
2210,901
2211,314
2212,2148
2213,1773
2214,1498
2215,1810
2216,2525
2217,1094
2218,1189
2219,1557
2220,2516
2221,2046
2222,1386
2223,197
2224,236
2225,614
2226,158
2227,417
2228,2455
2229,1730
2230,1597
2231,841
2232,1512
2233,108
2234,844
2235,1101
2236,2207
2237,507
2238,2524
2239,1283
2240,398
2241,1725
2242,1101
2243,874
2244,62
2245,2525
2246,986
2247,892
2248,1823
2249,830
2250,1574
2251,84
2252,1177
2253,2100
2254,1703
2255,1053
2256,310
2257,2343
2258,302
2259,858
2260,1482
2261,191
2262,1697
2263,1151
2264,533
2265,1528
2266,742
2267,24
2268,1571
2269,1415
2270,1540
2271,771
2272,6
2273,617
2274,344
2275,2155
2276,1296
2277,2334
2278,1116
2279,1904
2280,619
2281,929
2282,282
2283,1155
2284,574
2285,1823
2286,217
2287,1054
2288,923
2289,16
2290,1742
2291,458
2292,809
2293,1250
2294,1148
2295,535
2296,1781
2297,1059
2298,1633
2299,715
2300,1869
2301,114
2302,620
2303,1808
2304,1940
2305,2524
2306,1863
2307,2141
2308,2614
2309,212
2310,2170
2311,1799
2312,2049
2313,2418
2314,535
2315,2531
2316,1014
2317,33
2318,522
2319,1854
2320,465
2321,572
2322,809
2323,1736
2324,814
2325,150
2326,808
2327,1856
2328,1356
2329,753
2330,438
2331,1040
2332,50
2333,197
2334,985
2335,2435
2336,2243
2337,649
2338,1157
2339,2495
2340,1933
2341,940
2342,624
2343,1277
2344,573
2345,2224
2346,1206
2347,382
2348,2553
2349,1217
2350,156
2351,2414
2352,1806
2353,740
2354,561
2355,989
2356,1649
2357,935
2358,1737
2359,2342
2360,392
2361,459
