,Train_idx
498,1564
499,1975
500,1706
501,1511
502,1615
503,2234
504,1046
505,493
506,537
507,75
508,26
509,972
510,807
511,377
512,1564
513,1574
514,2595
515,441
516,361
517,2603
518,1533
519,2388
520,1798
521,615
522,131
523,522
524,387
525,1932
526,133
527,1804
528,353
529,2418
530,395
531,1224
532,1747
533,1539
534,1340
535,670
536,2223
537,1301
538,921
539,1923
540,824
541,860
542,807
543,359
544,613
545,447
546,1870
547,1881
548,2497
549,1326
550,948
551,2517
552,2469
553,298
554,219
555,2014
556,265
557,1760
558,1967
559,235
560,685
561,1780
562,1662
563,2383
564,1894
565,981
566,925
567,1695
568,1902
569,130
570,1034
571,150
572,2006
573,1788
574,200
575,1572
576,1146
577,147
578,342
579,2559
580,890
581,2526
582,1153
583,2447
584,120
585,2241
586,1815
587,1340
588,1386
589,2004
590,1758
591,1883
592,1297
593,73
594,1499
595,406
596,1431
597,1052
598,1392
599,2257
600,721
601,2493
602,415
603,2216
604,910
605,2244
606,627
607,269
608,2043
609,1940
610,1016
611,211
612,1422
613,2317
614,34
615,353
616,2133
617,949
618,1743
619,285
620,2572
621,1830
622,353
623,175
624,883
625,247
626,1301
627,1882
628,1016
629,1028
630,410
631,1246
632,2521
633,2217
634,233
635,1792
636,414
637,1437
638,1710
639,1443
640,1787
641,2156
642,813
643,526
644,368
645,1488
646,2414
647,2537
648,202
649,1226
650,653
651,425
652,406
653,1275
654,445
655,383
656,3
657,732
658,829
659,703
660,733
661,2342
662,1614
663,2260
664,1605
665,1089
666,2540
667,934
668,372
669,371
670,1311
671,630
672,1352
673,1910
674,1931
675,2085
676,2057
677,328
678,2173
679,565
680,78
681,2492
682,1573
683,1517
684,919
685,1839
686,2334
687,631
688,2358
689,1409
690,1900
691,1290
692,2496
693,1337
694,407
695,456
696,333
697,214
698,539
699,162
700,2577
701,481
702,531
703,959
704,746
705,929
706,20
707,945
708,1100
709,1917
710,1639
711,2297
712,1849
713,1982
714,108
715,1102
716,2076
717,1016
718,1832
719,1120
720,1784
721,86
722,1804
723,1248
724,31
725,1878
726,882
727,1220
728,1152
729,1432
730,1163
731,41
732,2543
733,288
734,2419
735,1550
736,2032
737,835
738,826
739,2319
740,233
741,2262
742,1580
743,1683
744,1419
745,2366
746,2507
747,396
748,2472
749,2495
750,259
751,531
752,579
753,1927
754,321
755,835
756,936
757,2143
758,2057
759,238
760,1831
761,2583
762,2083
763,2214
764,1090
765,1069
766,1892
767,141
768,2381
769,790
770,281
771,583
772,1518
773,2394
774,2212
775,2081
776,45
777,471
778,859
779,2283
780,1304
781,1841
782,2432
783,2039
784,886
785,1116
786,738
787,488
788,293
789,906
790,1169
791,1943
792,1835
793,1385
794,2354
795,1230
796,1337
797,1182
798,2396
799,1814
800,192
801,1645
802,1201
803,2035
804,887
805,202
806,1143
807,426
808,718
809,333
810,836
811,507
812,2466
813,233
814,848
815,250
816,1206
817,1646
818,38
819,242
820,4
821,796
822,958
823,1226
824,369
825,586
826,985
827,575
828,1810
829,463
830,1193
831,2491
832,1466
833,410
834,2239
835,2551
836,1547
837,656
838,1598
839,269
840,2007
841,292
842,777
843,1932
844,1480
845,715
846,1595
847,1910
848,305
849,1706
850,822
851,736
852,2408
853,1720
854,747
855,1300
856,1263
857,1501
858,1610
859,2475
860,2064
861,261
862,633
863,2607
864,453
865,2280
866,2380
867,534
868,1244
869,260
870,130
871,454
872,2171
873,764
874,536
875,296
876,1597
877,541
878,922
879,971
880,880
881,2090
882,2572
883,451
884,2341
885,1000
886,1225
887,2254
888,298
889,1866
890,2086
891,117
892,1618
893,1977
894,2033
895,832
896,928
897,1692
898,2231
899,103
900,1818
901,2230
902,1013
903,850
904,1629
905,1198
906,1187
907,242
908,394
909,2377
910,1779
911,2589
912,1897
913,2169
914,1819
915,196
916,2025
917,375
918,222
919,1508
920,1747
921,2032
922,1423
923,2494
924,2342
925,889
926,1911
927,2623
928,1662
929,2010
930,452
931,2344
932,1232
933,2062
934,960
935,2249
936,2501
937,2051
938,1934
939,1294
940,2472
941,1170
942,2102
943,2235
944,447
945,806
946,645
947,2203
948,2380
949,1913
950,1132
951,433
952,295
953,2177
954,115
955,2213
956,146
957,152
958,156
959,2193
960,2587
961,844
962,1809
963,2177
964,2224
965,768
966,2450
967,1042
968,2388
969,2203
970,742
971,1523
972,1542
973,755
974,2424
975,1080
976,2407
977,851
978,1785
979,1441
980,1556
981,773
982,1911
983,1474
984,1948
985,1429
986,2525
987,1762
988,344
989,537
990,1828
991,738
992,1654
993,2476
994,1316
995,740
996,2314
997,1687
998,1368
999,1443
1000,1793
1001,2277
1002,906
1003,2146
1004,1432
1005,1979
1006,2100
1007,631
1008,1300
1009,946
1010,831
1011,2439
1012,2514
1013,1126
1014,343
1015,1218
1016,564
1017,2169
1018,724
1019,112
1020,552
1021,2117
1022,1855
1023,486
1024,957
1025,506
1026,799
1027,989
1028,1746
1029,280
1030,43
1031,456
1032,1237
1033,149
1034,241
1035,130
1036,2444
1037,1790
1038,2296
1039,1640
1040,2436
1041,2401
1042,1374
1043,2264
1044,1820
1045,1609
1046,643
1047,218
1048,1014
1049,1280
1050,2471
1051,1521
1052,1903
1053,2536
1054,2197
1055,558
1056,728
1057,1310
1058,2559
1059,1625
1060,287
1061,1067
1062,58
1063,2345
1064,1837
1065,2257
1066,262
1067,1035
1068,2202
1069,908
1070,287
1071,1314
1072,764
1073,1284
1074,1822
1075,2338
1076,1210
1077,108
1078,797
1079,1395
1080,106
1081,1927
1082,1238
1083,1265
1084,2160
1085,976
1086,760
1087,1568
1088,2549
1089,1515
1090,376
1091,716
1092,2371
1093,1722
1094,2214
1095,1625
1096,913
1097,1581
1098,2436
1099,1606
1100,2562
1101,318
1102,2078
1103,1546
1104,2426
1105,1618
1106,202
1107,2489
1108,2022
1109,435
1110,1438
1111,793
1112,1492
1113,1416
1114,2015
1115,655
1116,1063
1117,2288
1118,2580
1119,2447
1120,417
1121,1426
1122,1230
1123,557
1124,615
1125,2486
1126,2000
1127,1472
1128,1571
1129,1190
1130,2391
1131,2027
1132,2567
1133,2082
1134,2443
1135,2397
1136,443
1137,1313
1138,719
1139,2170
1140,1652
1141,248
1142,1803
1143,2309
1144,1374
1145,765
1146,1008
1147,1678
1148,927
1149,2382
1150,2189
1151,752
1152,1852
1153,2616
1154,1698
1155,2008
1156,2200
1157,1450
1158,399
1159,649
1160,1295
1161,1323
1162,4
1163,741
1164,2044
1165,101
1166,1641
1167,1548
1168,2249
1169,2084
1170,1310
1171,181
1172,1708
1173,1093
1174,2619
1175,2191
1176,47
1177,48
1178,463
1179,1498
1180,723
1181,2593
1182,483
1183,1408
1184,437
1185,2483
1186,858
1187,1262
1188,2
1189,1010
1190,1207
1191,1830
1192,2491
1193,1891
1194,1266
1195,284
1196,1909
1197,692
1198,706
1199,1196
1200,278
1201,603
1202,1518
1203,744
1204,70
1205,1443
1206,1925
1207,1468
1208,2183
1209,2001
1210,1157
1211,409
1212,2117
1213,2367
1214,1842
1215,315
1216,34
1217,1985
1218,541
1219,209
1220,2171
1221,1525
1222,318
1223,2273
1224,2605
1225,1724
1226,2140
1227,2446
1228,398
1229,1190
1230,805
1231,352
1232,2179
1233,708
1234,87
1235,1386
1236,488
1237,1841
1238,373
1239,1317
1240,1603
1241,1640
1242,840
1243,1697
1244,2014
1245,540
1246,762
1247,57
1248,2246
1249,460
1250,825
1251,2040
1252,900
1253,82
1254,2160
1255,1753
1256,1961
1257,103
1258,2062
1259,2243
1260,1963
1261,523
1262,1629
1263,1662
1264,121
1265,1348
1266,509
1267,1933
1268,586
1269,1885
1270,964
1271,1408
1272,2267
1273,730
1274,127
1275,2315
1276,359
1277,784
1278,1431
1279,2466
1280,875
1281,1496
1282,1992
1283,1662
1284,1451
1285,2199
1286,1943
1287,2000
1288,1760
1289,1221
1290,1554
1291,902
1292,1101
1293,1227
1294,1330
1295,880
1296,1863
1297,150
1298,1269
1299,972
1300,2620
1301,2280
1302,2279
1303,2474
1304,1113
1305,1395
1306,2178
1307,1286
1308,76
1309,1034
1310,1783
1311,1491
1312,558
1313,904
1314,1289
1315,2371
1316,144
1317,2222
1318,1149
1319,293
1320,420
1321,1333
1322,1510
1323,1881
1324,356
1325,2304
1326,967
1327,503
1328,1779
1329,2541
1330,2562
1331,1794
1332,1319
1333,1348
1334,266
1335,1422
1336,1742
1337,2424
1338,661
1339,607
1340,836
1341,1543
1342,1786
1343,2201
1344,1184
1345,2239
1346,762
1347,1131
1348,958
1349,2409
1350,1092
1351,2582
1352,360
1353,1005
1354,651
1355,992
1356,66
1357,1433
1358,1340
1359,2183
1360,1439
1361,2339
1362,1006
1363,2228
1364,1760
1365,1500
1366,2520
1367,1423
1368,541
1369,86
1370,2369
1371,1073
1372,223
1373,853
1374,2436
1375,1307
1376,1622
1377,1367
1378,225
1379,2053
1380,295
1381,32
1382,2271
1383,437
1384,930
1385,1488
1386,2325
1387,498
1388,523
1389,2357
1390,276
1391,1838
1392,1439
1393,511
1394,2349
1395,424
1396,1168
1397,1367
1398,2362
1399,22
1400,2418
1401,2573
1402,1376
1403,2114
1404,544
1405,475
1406,988
1407,381
1408,2280
1409,316
1410,122
1411,601
1412,1885
1413,588
1414,1537
1415,2551
1416,1023
1417,1962
1418,2020
1419,2330
1420,111
1421,1127
1422,428
1423,2260
1424,2129
1425,49
1426,1105
1427,2494
1428,1165
1429,1685
1430,1325
1431,1618
1432,2595
1433,253
1434,1572
1435,708
1436,507
1437,1338
1438,2113
1439,2258
1440,1469
1441,1396
1442,1513
1443,1903
1444,250
1445,2072
1446,1873
1447,1905
1448,1961
1449,1644
1450,1321
1451,753
1452,1748
1453,770
1454,1580
1455,1031
1456,1981
1457,298
1458,348
1459,2205
1460,941
1461,435
1462,2135
1463,757
1464,1596
1465,81
1466,492
1467,1745
1468,615
1469,867
1470,1049
1471,2157
1472,797
1473,38
1474,2080
1475,2033
1476,1465
1477,1306
1478,271
1479,2053
1480,568
1481,686
1482,2480
1483,2440
1484,1352
1485,1254
1486,721
1487,1132
1488,1287
1489,1324
1490,1223
1491,1732
1492,142
1493,194
1494,631
1495,1818
1496,1711
1497,932
1498,952
1499,1194
1500,1439
1501,1279
1502,371
1503,1029
1504,115
1505,572
1506,586
1507,2220
1508,2197
1509,2392
1510,406
1511,1633
1512,2541
1513,2334
1514,1645
1515,2316
1516,1963
1517,1193
1518,791
1519,1044
1520,1976
1521,656
1522,457
1523,878
1524,2539
1525,624
1526,175
1527,940
1528,2310
1529,1738
1530,2571
1531,1297
1532,2230
1533,1803
1534,1213
1535,2450
1536,2271
1537,2143
1538,873
1539,2307
1540,1290
1541,1894
1542,161
1543,2569
1544,1339
1545,35
1546,797
1547,1516
1548,1068
1549,2138
1550,1300
1551,1383
1552,354
1553,2119
1554,2140
1555,1767
1556,740
1557,1020
1558,1032
1559,240
1560,839
1561,1808
1562,1751
1563,2585
1564,2363
1565,2371
1566,1673
1567,214
1568,2524
1569,1767
1570,1036
1571,658
1572,1443
1573,1272
1574,1479
1575,1704
1576,1544
1577,2064
1578,1884
1579,1400
1580,1125
1581,2602
1582,1379
1583,1510
1584,1009
1585,466
1586,628
1587,804
1588,1394
1589,1855
1590,2003
1591,2218
1592,355
1593,1469
1594,1313
1595,82
1596,2582
1597,1316
1598,2404
1599,96
1600,2400
1601,1796
1602,934
1603,523
1604,2404
1605,1436
1606,2492
1607,1980
1608,1076
1609,1370
1610,840
1611,1285
1612,2020
1613,382
1614,1747
1615,1413
1616,1908
1617,301
1618,266
1619,212
1620,96
1621,958
1622,524
1623,1303
1624,752
1625,927
1626,1333
1627,2064
1628,1229
1629,1018
1630,1456
1631,2362
1632,2537
1633,2226
1634,809
1635,1561
1636,581
1637,1079
1638,1149
1639,1427
1640,1407
1641,2521
1642,1742
1643,1574
1644,2155
1645,642
1646,2476
1647,1040
1648,1684
1649,190
1650,177
1651,1215
1652,1675
1653,1236
1654,730
1655,132
1656,2612
1657,1670
1658,1340
1659,1554
1660,347
1661,314
1662,1004
1663,755
1664,1675
1665,1721
1666,1860
1667,838
1668,2405
1669,1507
1670,1636
1671,328
1672,66
1673,1454
1674,1776
1675,974
1676,1031
1677,2017
1678,2579
1679,2297
1680,2301
1681,848
1682,1372
1683,1121
1684,814
1685,1218
1686,2174
1687,441
1688,2409
1689,3
1690,587
1691,600
1692,549
1693,2566
1694,571
1695,1096
1696,1443
1697,1590
1698,2490
1699,1211
1700,2279
1701,824
1702,1580
1703,2597
1704,195
1705,485
1706,2404
1707,2087
1708,258
1709,279
1710,155
1711,2208
1712,2018
1713,1431
1714,1604
1715,1555
1716,1712
1717,1093
1718,1832
1719,2254
1720,5
1721,295
1722,1573
1723,1837
1724,1653
1725,2204
1726,2424
1727,963
1728,535
1729,2430
1730,737
1731,2393
1732,2565
1733,1357
1734,1878
1735,2497
1736,1030
1737,1736
1738,1412
1739,1769
1740,1092
1741,899
1742,2015
1743,2424
1744,1465
1745,417
1746,904
1747,1394
1748,1700
1749,540
1750,1261
1751,951
1752,724
1753,693
1754,1239
1755,1088
1756,138
1757,1885
1758,1123
1759,1205
1760,651
1761,1161
1762,257
1763,985
1764,1179
1765,1179
1766,1199
1767,2110
1768,249
1769,2055
1770,127
1771,823
1772,1726
1773,256
1774,1266
1775,567
1776,2152
1777,1847
1778,545
1779,1243
1780,1580
1781,230
1782,1412
1783,1410
1784,783
1785,938
1786,2114
1787,1148
1788,363
1789,2003
1790,769
1791,786
1792,1055
1793,1080
1794,683
1795,2391
1796,2491
1797,2202
1798,1515
1799,1564
1800,1598
1801,525
1802,2557
1803,1121
1804,2214
1805,2303
1806,1942
1807,2573
1808,2452
1809,1811
1810,1840
1811,340
1812,1924
1813,1568
1814,1961
1815,1978
1816,170
1817,1729
1818,482
1819,738
1820,691
1821,2062
1822,449
1823,675
1824,464
1825,2126
1826,2516
1827,21
1828,425
1829,101
1830,1318
1831,202
1832,157
1833,999
1834,2429
1835,2080
1836,1404
1837,1086
1838,1791
1839,2495
1840,864
1841,2366
1842,1952
1843,2466
1844,1943
1845,2438
1846,381
1847,1801
1848,2125
1849,661
1850,363
1851,1808
1852,1655
1853,2003
1854,1726
1855,1353
1856,39
1857,1923
1858,1387
1859,1430
1860,1169
1861,923
1862,1367
1863,1694
1864,1352
1865,104
1866,2349
1867,759
1868,1651
1869,2447
1870,1320
1871,720
1872,2473
1873,1198
1874,1814
1875,1822
1876,2366
1877,505
1878,1061
1879,1191
1880,1747
1881,1155
1882,1587
1883,2050
1884,1533
1885,130
1886,134
1887,749
1888,654
1889,2296
1890,1747
1891,1152
1892,251
1893,1451
1894,1518
1895,2199
1896,409
1897,243
1898,2595
1899,210
1900,1064
1901,2184
1902,2203
1903,2587
1904,1812
1905,2078
1906,204
1907,1992
1908,2341
1909,2064
1910,1955
1911,2615
1912,616
1913,69
1914,789
1915,756
1916,1855
1917,709
1918,2468
1919,2237
1920,1702
1921,837
1922,2236
1923,439
1924,325
1925,2451
1926,458
1927,2083
1928,270
1929,424
1930,457
1931,2130
1932,639
1933,1571
1934,2046
1935,1185
1936,433
1937,1766
1938,1398
1939,2139
1940,2454
1941,518
1942,1851
1943,1258
1944,145
1945,304
1946,1395
1947,2481
1948,1080
1949,2466
1950,1235
1951,84
1952,2160
1953,1270
1954,838
1955,581
1956,922
1957,1859
1958,1891
1959,2457
1960,1942
1961,585
1962,1559
1963,1258
1964,382
1965,1878
1966,1396
1967,609
1968,1221
1969,1421
1970,770
1971,1474
1972,740
1973,2550
1974,412
1975,1508
1976,413
1977,807
1978,2028
1979,2578
1980,1810
1981,2607
1982,999
1983,526
1984,2041
1985,431
1986,2121
1987,1372
1988,2034
1989,1600
1990,2294
1991,825
1992,284
1993,583
1994,670
1995,1877
1996,655
1997,2099
1998,1347
1999,65
2000,2034
2001,955
2002,575
2003,1328
2004,1422
2005,2526
2006,2208
2007,110
2008,1052
2009,117
2010,205
2011,2441
2012,22
2013,786
2014,430
2015,529
2016,2573
2017,2538
2018,1473
2019,1820
2020,2200
2021,955
2022,1295
2023,1613
2024,1705
2025,1720
2026,1369
2027,904
2028,339
2029,1318
2030,92
2031,318
2032,1531
2033,2205
2034,2227
2035,1292
2036,2494
2037,1624
2038,1721
2039,446
2040,1203
2041,2
2042,769
2043,2153
2044,147
2045,1514
2046,993
2047,1221
2048,2031
2049,1352
2050,2156
2051,821
2052,2283
2053,2414
2054,2129
2055,140
2056,2238
2057,2502
2058,344
2059,2481
2060,1769
2061,1473
2062,492
2063,1594
2064,187
2065,2005
2066,2369
2067,2378
2068,1615
2069,1222
2070,1735
2071,2603
2072,2376
2073,1546
2074,1915
2075,2560
2076,1645
2077,2319
2078,1031
2079,1495
2080,1042
2081,1260
2082,760
2083,11
2084,339
2085,1848
2086,1704
2087,1149
2088,1988
2089,353
2090,2613
2091,1092
2092,2037
2093,1421
2094,1970
2095,1037
2096,2074
2097,1801
2098,503
2099,378
2100,2579
2101,2157
2102,538
2103,224
2104,811
2105,1507
2106,1441
2107,2263
2108,232
2109,1593
2110,928
2111,2403
2112,2284
2113,1996
2114,754
2115,2522
2116,375
2117,1633
2118,848
2119,1764
2120,1390
2121,2084
2122,361
2123,1637
2124,935
2125,754
2126,1828
2127,2268
2128,1061
2129,165
2130,114
2131,1566
2132,1541
2133,763
2134,1975
2135,2124
2136,861
2137,1108
2138,366
2139,428
2140,501
2141,163
2142,2477
2143,518
2144,944
2145,832
2146,2310
2147,1396
2148,2141
2149,1683
2150,1258
2151,323
2152,2163
2153,2604
2154,1899
2155,177
2156,937
2157,703
2158,1713
2159,2607
2160,520
2161,2163
2162,2257
2163,2309
2164,1105
2165,2397
2166,404
2167,384
2168,484
2169,1751
2170,2346
2171,2162
2172,937
2173,1486
2174,2603
2175,1263
2176,1092
2177,1383
2178,449
2179,741
2180,2179
2181,945
2182,34
2183,782
2184,2114
2185,1408
2186,1077
2187,1403
2188,106
2189,1460
2190,1589
2191,2464
2192,2165
2193,1663
2194,1415
2195,1891
2196,2476
2197,1803
2198,2188
2199,762
2200,2352
2201,2139
2202,2442
2203,2338
2204,380
2205,946
2206,1186
2207,1914
2208,2556
2209,210
2210,1566
2211,1832
2212,2030
2213,534
2214,2331
2215,107
2216,155
2217,2228
2218,368
2219,1625
2220,347
2221,427
2222,2062
2223,1072
2224,1438
2225,1055
2226,2622
2227,1883
2228,1319
2229,844
2230,2155
2231,1347
2232,2060
2233,1912
2234,211
2235,2198
2236,1955
2237,1631
2238,2562
2239,391
2240,681
2241,1012
2242,1481
2243,1994
2244,1045
2245,1189
2246,1375
2247,2220
2248,1100
2249,1268
2250,1478
2251,1085
2252,2481
2253,1433
2254,1908
2255,612
2256,2413
2257,2495
2258,110
2259,2190
2260,2022
2261,808
2262,1906
2263,1837
2264,2208
2265,1000
2266,421
2267,2122
2268,1282
2269,2411
2270,2533
2271,1608
2272,1130
2273,2216
2274,2494
2275,143
2276,810
2277,577
2278,1182
2279,641
2280,1568
2281,443
2282,278
2283,1535
2284,841
2285,392
2286,2165
2287,2093
2288,1810
2289,873
2290,922
2291,598
2292,2571
2293,2565
2294,1454
2295,60
2296,117
2297,2300
2298,643
2299,104
2300,1211
2301,2431
2302,1405
2303,677
2304,37
2305,472
2306,546
2307,2421
2308,1325
2309,224
2310,2358
2311,1330
2312,2295
2313,2317
2314,144
2315,2019
2316,1918
2317,2382
2318,384
2319,8
2320,127
2321,278
2322,2543
2323,2584
2324,2447
2325,2620
2326,216
2327,2477
2328,1916
2329,2359
2330,375
2331,715
2332,2115
2333,2047
2334,1418
2335,103
2336,286
2337,2252
2338,465
2339,1646
2340,884
2341,50
2342,2394
2343,550
2344,1836
2345,722
2346,323
2347,1810
2348,2398
2349,952
2350,1896
2351,2509
2352,2188
2353,1018
2354,2502
2355,2363
2356,1463
2357,1616
2358,1708
2359,1172
2360,1791
2361,1675
