,Train_idx
388,1257
389,1334
390,89
391,2361
392,1703
393,2404
394,2542
395,945
396,1313
397,1227
398,2372
399,1233
400,1626
401,2248
402,1076
403,1257
404,129
405,250
406,479
407,953
408,689
409,1694
410,200
411,527
412,1168
413,1560
414,909
415,1238
416,2261
417,1207
418,1694
419,1126
420,677
421,278
422,913
423,335
424,410
425,237
426,1725
427,1147
428,2039
429,1586
430,551
431,483
432,1542
433,2020
434,518
435,1148
436,71
437,2359
438,1806
439,2618
440,2341
441,98
442,1580
443,2623
444,670
445,1492
446,1388
447,2184
448,1433
449,2156
450,1816
451,2461
452,1054
453,827
454,1965
455,2538
456,214
457,103
458,1682
459,884
460,1998
461,299
462,391
463,338
464,868
465,1483
466,1465
467,2548
468,2046
469,1675
470,525
471,1856
472,11
473,120
474,623
475,2535
476,2499
477,141
478,2016
479,2042
480,2128
481,886
482,2125
483,2490
484,2456
485,1406
486,1355
487,1595
488,2263
489,798
490,2597
491,2592
492,2065
493,2467
494,1367
495,545
496,1686
497,452
498,640
499,2386
500,1659
501,1395
502,204
503,2177
504,494
505,828
506,1434
507,1898
508,376
509,1633
510,2070
511,1063
512,289
513,1899
514,687
515,2534
516,43
517,1436
518,1998
519,1215
520,912
521,702
522,549
523,1390
524,399
525,2080
526,2613
527,2383
528,1346
529,2581
530,2271
531,207
532,1588
533,631
534,1098
535,2183
536,301
537,496
538,2320
539,496
540,917
541,1700
542,1124
543,1308
544,1829
545,259
546,1999
547,1449
548,687
549,1013
550,563
551,2606
552,1297
553,1685
554,2317
555,1280
556,0
557,148
558,281
559,641
560,479
561,2170
562,1705
563,1657
564,1112
565,540
566,2599
567,1857
568,784
569,2366
570,2506
571,1049
572,853
573,2245
574,2287
575,2286
576,2452
577,358
578,1817
579,953
580,211
581,75
582,312
583,2205
584,78
585,1054
586,1033
587,2457
588,40
589,1170
590,1013
591,65
592,2512
593,1955
594,2181
595,1337
596,827
597,2358
598,1938
599,2128
600,392
601,2316
602,126
603,2217
604,1368
605,1722
606,804
607,760
608,2525
609,1976
610,2037
611,627
612,251
613,2060
614,371
615,1693
616,1522
617,1338
618,392
619,118
620,433
621,2324
622,1785
623,2340
624,1923
625,1306
626,1285
627,2392
628,2213
629,1987
630,1592
631,983
632,470
633,2588
634,79
635,1939
636,780
637,1135
638,1860
639,574
640,2142
641,176
642,912
643,1376
644,239
645,2435
646,2318
647,1738
648,2531
649,2410
650,1903
651,45
652,2216
653,1986
654,2021
655,861
656,10
657,397
658,2147
659,1339
660,2557
661,946
662,2030
663,583
664,1599
665,1026
666,300
667,1002
668,2228
669,2442
670,31
671,1464
672,473
673,1775
674,1180
675,1318
676,426
677,2313
678,136
679,2043
680,2196
681,1193
682,848
683,2330
684,1430
685,1082
686,2475
687,948
688,2118
689,93
690,1778
691,216
692,1444
693,987
694,2608
695,2057
696,1122
697,110
698,2210
699,461
700,1643
701,743
702,1746
703,284
704,309
705,1260
706,863
707,198
708,303
709,916
710,2522
711,792
712,1776
713,1142
714,901
715,1339
716,1833
717,453
718,112
719,1415
720,794
721,2270
722,1061
723,417
724,1937
725,942
726,255
727,1150
728,1273
729,1052
730,2365
731,2277
732,113
733,2210
734,1965
735,2600
736,2064
737,36
738,1612
739,1490
740,667
741,1685
742,973
743,1616
744,489
745,1071
746,2100
747,429
748,1953
749,817
750,1827
751,841
752,88
753,1959
754,440
755,0
756,1527
757,177
758,1353
759,2151
760,2086
761,2262
762,2039
763,1399
764,328
765,278
766,1715
767,1678
768,184
769,1892
770,2068
771,1550
772,62
773,2414
774,1206
775,293
776,2339
777,964
778,2308
779,1801
780,1931
781,1500
782,290
783,1922
784,179
785,1523
786,647
787,928
788,100
789,2134
790,1083
791,447
792,539
793,1653
794,985
795,1294
796,985
797,2424
798,98
799,205
800,1738
801,1304
802,467
803,672
804,1602
805,479
806,357
807,31
808,2172
809,2323
810,995
811,330
812,1092
813,1000
814,1414
815,176
816,1768
817,1915
818,2155
819,302
820,1179
821,2304
822,148
823,1215
824,2024
825,299
826,1784
827,822
828,1675
829,2612
830,645
831,1053
832,2082
833,78
834,869
835,38
836,928
837,2539
838,1754
839,2493
840,363
841,1949
842,1182
843,627
844,1264
845,1381
846,2039
847,1322
848,2286
849,1550
850,840
851,538
852,1759
853,670
854,1797
855,22
856,2518
857,2196
858,1486
859,1139
860,114
861,2044
862,1395
863,1868
864,703
865,2395
866,143
867,935
868,1712
869,2039
870,1021
871,64
872,836
873,1364
874,969
875,1579
876,1032
877,1320
878,644
879,790
880,2089
881,1839
882,2417
883,1341
884,2342
885,2048
886,1667
887,105
888,1795
889,604
890,780
891,188
892,1999
893,1018
894,1870
895,786
896,2111
897,1140
898,549
899,626
900,2103
901,1194
902,1824
903,1339
904,837
905,809
906,2148
907,35
908,2345
909,1087
910,78
911,1517
912,2080
913,837
914,264
915,1207
916,807
917,1957
918,1551
919,1963
920,693
921,1270
922,1462
923,1592
924,1323
925,1722
926,1869
927,179
928,999
929,540
930,2360
931,2148
932,537
933,155
934,1575
935,2460
936,1637
937,1351
938,2583
939,2486
940,1108
941,1034
942,2594
943,2395
944,2043
945,2565
946,1277
947,617
948,755
949,340
950,1854
951,1487
952,437
953,565
954,1687
955,1442
956,1095
957,404
958,1905
959,263
960,1683
961,1147
962,1622
963,1492
964,2183
965,318
966,2234
967,485
968,427
969,2621
970,842
971,31
972,2522
973,1744
974,1319
975,1588
976,221
977,1014
978,2316
979,2037
980,411
981,1024
982,1106
983,141
984,539
985,1367
986,1419
987,1792
988,96
989,1570
990,76
991,1018
992,818
993,251
994,10
995,1659
996,2286
997,881
998,264
999,2401
1000,104
1001,2253
1002,1706
1003,117
1004,1459
1005,620
1006,977
1007,1929
1008,1519
1009,2066
1010,114
1011,985
1012,113
1013,1835
1014,245
1015,1532
1016,257
1017,1391
1018,880
1019,1727
1020,457
1021,1345
1022,1873
1023,1198
1024,1352
1025,537
1026,1186
1027,465
1028,940
1029,1437
1030,672
1031,1905
1032,1291
1033,1513
1034,517
1035,1760
1036,1423
1037,2332
1038,761
1039,2585
1040,1271
1041,599
1042,2260
1043,1536
1044,329
1045,1372
1046,150
1047,430
1048,2121
1049,446
1050,382
1051,2488
1052,1572
1053,774
1054,1127
1055,618
1056,1008
1057,1674
1058,1981
1059,1777
1060,713
1061,548
1062,597
1063,2421
1064,812
1065,1217
1066,2426
1067,438
1068,552
1069,1161
1070,948
1071,576
1072,1309
1073,1915
1074,2475
1075,2419
1076,2013
1077,976
1078,2257
1079,2584
1080,1693
1081,2446
1082,1697
1083,1186
1084,472
1085,771
1086,1183
1087,719
1088,1264
1089,898
1090,1144
1091,250
1092,76
1093,1737
1094,401
1095,2578
1096,356
1097,915
1098,1030
1099,17
1100,329
1101,414
1102,1887
1103,378
1104,853
1105,734
1106,465
1107,2435
1108,1117
1109,911
1110,515
1111,578
1112,636
1113,169
1114,698
1115,420
1116,393
1117,302
1118,396
1119,690
1120,632
1121,900
1122,306
1123,1120
1124,1762
1125,2241
1126,784
1127,1801
1128,2403
1129,1320
1130,1893
1131,183
1132,958
1133,399
1134,1850
1135,2130
1136,679
1137,372
1138,992
1139,1170
1140,2138
1141,2468
1142,2255
1143,2418
1144,2232
1145,268
1146,1287
1147,956
1148,2564
1149,1807
1150,978
1151,270
1152,281
1153,1665
1154,355
1155,2514
1156,61
1157,615
1158,2231
1159,1446
1160,158
1161,660
1162,2387
1163,1632
1164,257
1165,2074
1166,1123
1167,714
1168,1322
1169,1424
1170,1528
1171,1995
1172,2452
1173,2080
1174,1791
1175,769
1176,2359
1177,491
1178,1528
1179,2010
1180,711
1181,1534
1182,255
1183,226
1184,1853
1185,1698
1186,2121
1187,90
1188,1477
1189,1185
1190,76
1191,1702
1192,985
1193,597
1194,1404
1195,53
1196,1494
1197,1382
1198,1123
1199,537
1200,2362
1201,1328
1202,883
1203,1573
1204,2563
1205,2515
1206,918
1207,1714
1208,508
1209,1737
1210,436
1211,511
1212,196
1213,1880
1214,1919
1215,441
1216,805
1217,602
1218,1411
1219,391
1220,2497
1221,1885
1222,1545
1223,1008
1224,1231
1225,53
1226,1587
1227,1969
1228,442
1229,1720
1230,1496
1231,167
1232,1237
1233,1173
1234,536
1235,367
1236,455
1237,1857
1238,1530
1239,2077
1240,1762
1241,700
1242,2470
1243,731
1244,1369
1245,2595
1246,1140
1247,198
1248,2201
1249,904
1250,1146
1251,375
1252,286
1253,723
1254,2295
1255,1972
1256,2524
1257,1959
1258,876
1259,1998
1260,1428
1261,2488
1262,2229
1263,509
1264,2021
1265,2456
1266,834
1267,244
1268,388
1269,145
1270,1357
1271,1715
1272,940
1273,1639
1274,1588
1275,823
1276,1963
1277,1939
1278,1885
1279,165
1280,2198
1281,1518
1282,1276
1283,1156
1284,231
1285,1767
1286,363
1287,841
1288,2229
1289,297
1290,1540
1291,2119
1292,591
1293,1550
1294,1825
1295,2467
1296,2321
1297,1023
1298,1418
1299,208
1300,1554
1301,1622
1302,97
1303,2444
1304,2067
1305,1065
1306,1713
1307,1607
1308,94
1309,447
1310,1273
1311,733
1312,1491
1313,2548
1314,2039
1315,608
1316,1356
1317,1833
1318,224
1319,766
1320,1653
1321,204
1322,1360
1323,1860
1324,1149
1325,680
1326,2481
1327,1289
1328,572
1329,2311
1330,1954
1331,1124
1332,668
1333,1839
1334,2110
1335,2125
1336,2315
1337,301
1338,386
1339,2343
1340,1321
1341,1465
1342,991
1343,1890
1344,1099
1345,583
1346,2365
1347,2072
1348,137
1349,718
1350,1665
1351,615
1352,95
1353,204
1354,1434
1355,997
1356,2220
1357,1305
1358,1053
1359,656
1360,2111
1361,654
1362,2191
1363,2497
1364,2141
1365,177
1366,477
1367,2043
1368,1054
1369,978
1370,464
1371,926
1372,413
1373,70
1374,2426
1375,1842
1376,2231
1377,1941
1378,1376
1379,650
1380,1251
1381,2542
1382,1144
1383,509
1384,454
1385,51
1386,769
1387,306
1388,166
1389,745
1390,1464
1391,1607
1392,439
1393,391
1394,2282
1395,1021
1396,1579
1397,2011
1398,156
1399,1222
1400,2196
1401,959
1402,958
1403,972
1404,1395
1405,420
1406,329
1407,1636
1408,1672
1409,934
1410,1267
1411,924
1412,2491
1413,236
1414,1176
1415,54
1416,1665
1417,2028
1418,1713
1419,742
1420,614
1421,1489
1422,2549
1423,1069
1424,839
1425,773
1426,599
1427,1134
1428,2500
1429,2064
1430,959
1431,1691
1432,419
1433,1256
1434,2298
1435,2170
1436,15
1437,1683
1438,2196
1439,485
1440,77
1441,74
1442,1399
1443,577
1444,1037
1445,1642
1446,173
1447,636
1448,2328
1449,1931
1450,940
1451,948
1452,1633
1453,2059
1454,1168
1455,267
1456,1969
1457,748
1458,6
1459,500
1460,2248
1461,2252
1462,2536
1463,826
1464,1417
1465,2192
1466,30
1467,1238
1468,1632
1469,714
1470,2316
1471,191
1472,384
1473,2142
1474,2166
1475,419
1476,1377
1477,536
1478,11
1479,515
1480,1238
1481,2294
1482,401
1483,295
1484,438
1485,2536
1486,1526
1487,154
1488,2463
1489,2421
1490,143
1491,2564
1492,1939
1493,1255
1494,2573
1495,556
1496,1940
1497,753
1498,1687
1499,1659
1500,372
1501,1784
1502,160
1503,206
1504,1619
1505,478
1506,1871
1507,2327
1508,1430
1509,1776
1510,2252
1511,817
1512,632
1513,1615
1514,517
1515,100
1516,2278
1517,2371
1518,1783
1519,2433
1520,965
1521,2166
1522,2173
1523,289
1524,2525
1525,1659
1526,1456
1527,251
1528,1538
1529,0
1530,2551
1531,136
1532,2583
1533,2472
1534,1698
1535,940
1536,1042
1537,581
1538,28
1539,821
1540,2324
1541,345
1542,2105
1543,925
1544,324
1545,2103
1546,1310
1547,600
1548,1165
1549,741
1550,1421
1551,1756
1552,1347
1553,1701
1554,1688
1555,595
1556,1970
1557,1569
1558,333
1559,1224
1560,376
1561,954
1562,2317
1563,958
1564,829
1565,1401
1566,1387
1567,1292
1568,723
1569,13
1570,249
1571,669
1572,99
1573,2591
1574,1412
1575,1417
1576,1859
1577,143
1578,1505
1579,2036
1580,780
1581,502
1582,2105
1583,998
1584,1169
1585,1680
1586,1375
1587,991
1588,305
1589,1953
1590,1646
1591,2268
1592,1736
1593,1851
1594,1014
1595,1584
1596,2232
1597,2107
1598,1381
1599,1829
1600,863
1601,103
1602,2412
1603,2622
1604,1722
1605,2508
1606,2104
1607,1543
1608,1151
1609,273
1610,1427
1611,12
1612,995
1613,2007
1614,287
1615,2128
1616,1908
1617,402
1618,1398
1619,872
1620,1690
1621,1219
1622,2048
1623,790
1624,1416
1625,1275
1626,2300
1627,2007
1628,1114
1629,700
1630,1987
1631,406
1632,1404
1633,2454
1634,785
1635,1144
1636,1999
1637,1593
1638,652
1639,1779
1640,1112
1641,957
1642,1523
1643,1372
1644,1332
1645,605
1646,128
1647,1863
1648,1344
1649,1675
1650,1803
1651,709
1652,437
1653,1807
1654,1334
1655,25
1656,538
1657,2127
1658,2040
1659,926
1660,1436
1661,2028
1662,1708
1663,554
1664,1744
1665,1155
1666,754
1667,2466
1668,2350
1669,149
1670,1364
1671,2136
1672,1239
1673,64
1674,87
1675,1037
1676,2610
1677,1020
1678,874
1679,391
1680,1156
1681,946
1682,1062
1683,599
1684,1442
1685,2480
1686,2448
1687,288
1688,1822
1689,1477
1690,599
1691,1449
1692,2418
1693,1180
1694,2062
1695,292
1696,1826
1697,1180
1698,1296
1699,2488
1700,684
1701,1437
1702,1208
1703,753
1704,2274
1705,1799
1706,1528
1707,269
1708,886
1709,194
1710,2359
1711,515
1712,2401
1713,942
1714,2416
1715,585
1716,220
1717,187
1718,1399
1719,510
1720,1795
1721,622
1722,2139
1723,783
1724,1846
1725,357
1726,1154
1727,628
1728,2338
1729,937
1730,2212
1731,1316
1732,2140
1733,2232
1734,2405
1735,990
1736,1075
1737,2113
1738,379
1739,1317
1740,2373
1741,2520
1742,1973
1743,1140
1744,2430
1745,1671
1746,1561
1747,847
1748,200
1749,1469
1750,996
1751,89
1752,760
1753,1017
1754,2002
1755,2590
1756,1540
1757,1556
1758,2340
1759,2455
1760,2140
1761,144
1762,2365
1763,2481
1764,2582
1765,1491
1766,44
1767,2101
1768,841
1769,1312
1770,250
1771,1958
1772,801
1773,1310
1774,2392
1775,823
1776,1163
1777,2525
1778,2065
1779,681
1780,714
1781,1199
1782,653
1783,2365
1784,2437
1785,1558
1786,1435
1787,2140
1788,2409
1789,1237
1790,1022
1791,550
1792,2412
1793,1476
1794,663
1795,1632
1796,1254
1797,611
1798,2348
1799,736
1800,2035
1801,499
1802,426
1803,690
1804,593
1805,2516
1806,115
1807,1758
1808,6
1809,621
1810,993
1811,487
1812,1371
1813,1213
1814,1347
1815,783
1816,1165
1817,2269
1818,1565
1819,850
1820,1658
1821,715
1822,1086
1823,1929
1824,1606
1825,1908
1826,1109
1827,1246
1828,478
1829,482
1830,230
1831,1133
1832,2518
1833,895
1834,358
1835,63
1836,1693
1837,408
1838,583
1839,247
1840,2046
1841,771
1842,1980
1843,2199
1844,2191
1845,2212
1846,2047
1847,2566
1848,513
1849,2294
1850,764
1851,601
1852,1557
1853,1794
1854,1405
1855,1364
1856,1872
1857,1819
1858,2406
1859,1669
1860,313
1861,207
1862,664
1863,1018
1864,76
1865,2090
1866,255
1867,1920
1868,1558
1869,649
1870,1554
1871,1986
1872,12
1873,708
1874,2049
1875,2093
1876,430
1877,1627
1878,2018
1879,1177
1880,1665
1881,1434
1882,974
1883,1629
1884,360
1885,60
1886,1102
1887,1080
1888,100
1889,1061
1890,1458
1891,1052
1892,43
1893,749
1894,1180
1895,638
1896,2151
1897,1233
1898,2292
1899,510
1900,1272
1901,961
1902,1711
1903,1146
1904,2205
1905,1729
1906,1589
1907,1327
1908,722
1909,438
1910,1117
1911,858
1912,1767
1913,122
1914,2132
1915,1313
1916,2554
1917,248
1918,1036
1919,784
1920,2547
1921,766
1922,2408
1923,1173
1924,2164
1925,2152
1926,2526
1927,1652
1928,1602
1929,1458
1930,762
1931,870
1932,697
1933,609
1934,1318
1935,1351
1936,1750
1937,2393
1938,2230
1939,623
1940,1689
1941,2448
1942,1667
1943,2075
1944,1313
1945,1621
1946,1352
1947,20
1948,998
1949,2510
1950,2347
1951,1876
1952,1726
1953,2610
1954,328
1955,2064
1956,883
1957,633
1958,2046
1959,2268
1960,690
1961,1801
1962,950
1963,1918
1964,202
1965,1745
1966,236
1967,902
1968,1359
1969,373
1970,258
1971,845
1972,2083
1973,335
1974,442
1975,1885
1976,1501
1977,2324
1978,2204
1979,1250
1980,885
1981,2040
1982,178
1983,1148
1984,175
1985,2073
1986,842
1987,2384
1988,1491
1989,2200
1990,1779
1991,240
1992,1394
1993,2592
1994,2238
1995,54
1996,69
1997,1989
1998,872
1999,571
2000,1793
2001,525
2002,492
2003,2024
2004,911
2005,604
2006,109
2007,990
2008,924
2009,535
2010,2330
2011,1405
2012,2479
2013,1980
2014,1866
2015,531
2016,823
2017,867
2018,1654
2019,1549
2020,1050
2021,2585
2022,406
2023,1546
2024,2445
2025,1611
2026,1196
2027,1153
2028,2303
2029,184
2030,2267
2031,1064
2032,1489
2033,1447
2034,2533
2035,2617
2036,2251
2037,572
2038,22
2039,1419
2040,2354
2041,610
2042,2040
2043,311
2044,516
2045,2280
2046,305
2047,258
2048,1143
2049,1616
2050,140
2051,1778
2052,2181
2053,620
2054,983
2055,1163
2056,2163
2057,1777
2058,974
2059,1254
2060,896
2061,348
2062,1419
2063,798
2064,1782
2065,1258
2066,567
2067,1331
2068,1897
2069,2401
2070,643
2071,1915
2072,1859
2073,1063
2074,1762
2075,2077
2076,1532
2077,1591
2078,747
2079,713
2080,557
2081,1631
2082,1782
2083,537
2084,4
2085,755
2086,41
2087,494
2088,2208
2089,2498
2090,2372
2091,1843
2092,982
2093,2326
2094,2247
2095,516
2096,900
2097,766
2098,2091
2099,1088
2100,797
2101,687
2102,49
2103,2357
2104,2428
2105,1165
2106,1882
2107,2372
2108,2574
2109,498
2110,1904
2111,801
2112,1755
2113,1437
2114,2611
2115,1211
2116,797
2117,862
2118,438
2119,654
2120,1190
2121,1188
2122,1747
2123,1898
2124,1684
2125,1217
2126,1711
2127,1750
2128,1926
2129,510
2130,1906
2131,1139
2132,533
2133,803
2134,1164
2135,1194
2136,2263
2137,209
2138,1383
2139,441
2140,160
2141,23
2142,42
2143,2509
2144,2061
2145,630
2146,47
2147,8
2148,445
2149,2146
2150,1612
2151,1468
2152,92
2153,963
2154,1219
2155,2103
2156,85
2157,1138
2158,2317
2159,1214
2160,259
2161,2054
2162,1808
2163,2274
2164,2410
2165,1388
2166,1623
2167,1845
2168,1800
2169,2356
2170,2588
2171,870
2172,2005
2173,1897
2174,1132
2175,1598
2176,490
2177,1178
2178,103
2179,2319
2180,435
2181,1124
2182,2120
2183,1991
2184,1894
2185,1043
2186,1441
2187,1654
2188,1067
2189,30
2190,1601
2191,2458
2192,999
2193,1956
2194,561
2195,1019
2196,1385
2197,228
2198,337
2199,731
2200,210
2201,3
2202,767
2203,184
2204,545
2205,1993
2206,1567
2207,2612
2208,1594
2209,1327
2210,1628
2211,288
2212,1029
2213,1533
2214,400
2215,2357
2216,177
2217,1900
2218,55
2219,493
2220,1207
2221,991
2222,1196
2223,1110
2224,549
2225,769
2226,1401
2227,2014
2228,488
2229,1567
2230,375
2231,1237
2232,409
2233,868
2234,1847
2235,2150
2236,2354
2237,2307
2238,985
2239,2294
2240,1975
2241,365
2242,2293
2243,2153
2244,1547
2245,1242
2246,896
2247,1008
2248,2051
2249,868
2250,1824
2251,419
2252,2483
2253,1936
2254,248
2255,1445
2256,1820
2257,1119
2258,373
2259,1536
2260,526
2261,2532
2262,773
2263,1332
2264,2337
2265,1708
2266,1325
2267,1432
2268,154
2269,1244
2270,2060
2271,194
2272,1967
2273,1855
2274,2244
2275,1303
2276,2257
2277,2508
2278,2559
2279,2294
2280,2116
2281,1957
2282,1238
2283,2387
2284,2198
2285,675
2286,183
2287,1838
2288,336
2289,2136
2290,2206
2291,2582
2292,23
2293,867
2294,683
2295,2165
2296,2481
2297,197
2298,219
2299,1137
2300,1931
2301,1141
2302,125
2303,427
2304,511
2305,1949
2306,1094
2307,684
2308,2093
2309,1156
2310,762
2311,1480
2312,1828
2313,1261
2314,1463
2315,2320
2316,1514
2317,2006
2318,896
2319,1280
2320,1325
2321,1885
2322,1496
2323,1354
2324,2460
2325,2368
2326,598
2327,196
2328,1026
2329,1700
2330,857
2331,28
2332,1775
2333,1310
2334,2427
2335,1529
2336,459
2337,565
2338,1853
2339,2533
2340,1538
2341,1893
2342,2043
2343,1716
2344,1903
2345,1177
2346,121
2347,519
2348,1702
2349,554
2350,2487
2351,2589
2352,535
2353,693
2354,512
2355,3
2356,1803
2357,2449
2358,1609
2359,1168
2360,1068
2361,1908
