,Train_idx
348,2024
349,739
350,249
351,1353
352,453
353,1492
354,1247
355,2398
356,1295
357,843
358,660
359,1753
360,648
361,501
362,2090
363,602
364,1926
365,814
366,393
367,1386
368,2448
369,273
370,717
371,397
372,373
373,362
374,1657
375,1684
376,472
377,595
378,2036
379,693
380,889
381,2547
382,1746
383,614
384,2539
385,750
386,2265
387,376
388,1893
389,928
390,2257
391,2329
392,2121
393,1609
394,1940
395,2032
396,2044
397,742
398,1406
399,1247
400,2231
401,885
402,1939
403,893
404,1569
405,125
406,2540
407,544
408,1105
409,2108
410,834
411,1718
412,1449
413,799
414,2175
415,1218
416,677
417,1040
418,2234
419,1318
420,2032
421,1211
422,1006
423,354
424,1921
425,843
426,1634
427,1608
428,2375
429,825
430,1752
431,734
432,1476
433,2490
434,1043
435,2246
436,194
437,346
438,1608
439,1406
440,1518
441,1916
442,2272
443,183
444,697
445,1244
446,656
447,1515
448,228
449,446
450,1875
451,2497
452,397
453,919
454,2154
455,2578
456,734
457,182
458,2127
459,1541
460,1659
461,1129
462,1062
463,1257
464,1632
465,1731
466,183
467,1483
468,1918
469,1161
470,702
471,2355
472,2351
473,2304
474,1325
475,2054
476,1784
477,1235
478,2330
479,2487
480,116
481,916
482,810
483,599
484,97
485,367
486,119
487,132
488,469
489,1836
490,1409
491,1196
492,540
493,789
494,844
495,1138
496,51
497,2623
498,1268
499,55
500,772
501,1181
502,2095
503,1525
504,664
505,1771
506,720
507,1122
508,2512
509,233
510,1056
511,1547
512,447
513,240
514,1683
515,610
516,1551
517,232
518,1856
519,2622
520,2401
521,461
522,1990
523,499
524,1523
525,879
526,1864
527,600
528,1315
529,1967
530,1154
531,1420
532,2292
533,2129
534,197
535,1052
536,843
537,1048
538,430
539,1738
540,1430
541,1105
542,777
543,568
544,898
545,1265
546,804
547,181
548,1418
549,1130
550,1989
551,275
552,1335
553,530
554,1492
555,195
556,1091
557,1304
558,1694
559,1168
560,2386
561,1827
562,810
563,1653
564,2002
565,926
566,949
567,859
568,1516
569,853
570,1041
571,312
572,444
573,950
574,720
575,1166
576,849
577,2384
578,897
579,2028
580,653
581,826
582,1829
583,2043
584,1200
585,905
586,1559
587,459
588,1599
589,2539
590,675
591,1873
592,849
593,1463
594,1483
595,2305
596,1305
597,329
598,41
599,1223
600,1471
601,512
602,1535
603,1705
604,753
605,1505
606,413
607,82
608,2141
609,834
610,1061
611,2230
612,664
613,1427
614,1387
615,110
616,270
617,1021
618,2100
619,2085
620,888
621,1802
622,2312
623,2362
624,1729
625,1855
626,2168
627,933
628,2086
629,1896
630,1390
631,1994
632,1641
633,463
634,557
635,306
636,899
637,1491
638,1214
639,2443
640,720
641,2391
642,816
643,10
644,148
645,1921
646,8
647,265
648,1963
649,2592
650,2000
651,262
652,1779
653,1737
654,2352
655,910
656,2599
657,299
658,1713
659,2274
660,113
661,2371
662,698
663,2304
664,2228
665,2341
666,631
667,2590
668,1431
669,973
670,710
671,1545
672,2568
673,1644
674,1653
675,1191
676,272
677,597
678,2302
679,1725
680,798
681,1298
682,1044
683,2585
684,2119
685,1420
686,1156
687,412
688,1011
689,1525
690,2240
691,904
692,1101
693,397
694,1533
695,2051
696,2612
697,514
698,502
699,156
700,2351
701,1944
702,964
703,270
704,2177
705,2330
706,88
707,744
708,258
709,1943
710,772
711,1203
712,2107
713,2399
714,125
715,1964
716,351
717,292
718,350
719,1987
720,1023
721,2582
722,1950
723,1415
724,2580
725,201
726,1600
727,1290
728,1511
729,1374
730,1498
731,262
732,1159
733,1028
734,548
735,2046
736,145
737,1411
738,2600
739,1694
740,2232
741,2115
742,1565
743,1472
744,2146
745,634
746,107
747,1827
748,2304
749,2039
750,572
751,1751
752,445
753,1251
754,537
755,145
756,110
757,88
758,2305
759,2362
760,553
761,1112
762,316
763,2416
764,2375
765,1041
766,206
767,1321
768,1800
769,2115
770,1820
771,1206
772,238
773,112
774,836
775,332
776,1702
777,753
778,139
779,739
780,1601
781,1208
782,1162
783,1600
784,583
785,1279
786,1959
787,2385
788,740
789,1089
790,2008
791,1107
792,475
793,1575
794,1949
795,2022
796,2395
797,408
798,2513
799,367
800,1858
801,1905
802,480
803,2333
804,2365
805,736
806,704
807,1643
808,150
809,2191
810,498
811,394
812,2423
813,607
814,1078
815,772
816,1891
817,2154
818,1891
819,619
820,8
821,2024
822,2438
823,509
824,1890
825,1352
826,570
827,655
828,1284
829,1683
830,1835
831,552
832,978
833,538
834,315
835,2354
836,2194
837,455
838,1707
839,252
840,1415
841,2123
842,2607
843,2088
844,2547
845,2017
846,1431
847,1086
848,2294
849,693
850,1072
851,1907
852,523
853,207
854,777
855,933
856,1926
857,1245
858,20
859,766
860,1111
861,2174
862,2585
863,1193
864,383
865,363
866,1803
867,42
868,2102
869,2384
870,1192
871,1126
872,1804
873,1030
874,1897
875,923
876,158
877,439
878,1274
879,2315
880,2095
881,1677
882,1069
883,486
884,1388
885,1150
886,2086
887,2279
888,2165
889,1572
890,2484
891,2575
892,2276
893,1968
894,649
895,286
896,1332
897,740
898,969
899,878
900,1169
901,482
902,2045
903,10
904,1930
905,981
906,519
907,1359
908,78
909,2567
910,1154
911,575
912,1568
913,510
914,407
915,1255
916,378
917,1639
918,2612
919,1627
920,990
921,2417
922,1376
923,2204
924,2411
925,2332
926,1882
927,2116
928,973
929,1970
930,1968
931,1366
932,704
933,2511
934,13
935,1108
936,1138
937,653
938,478
939,1443
940,1147
941,1109
942,2523
943,2454
944,378
945,2361
946,1622
947,1175
948,113
949,655
950,2124
951,1276
952,545
953,1340
954,834
955,960
956,640
957,54
958,1252
959,493
960,1338
961,921
962,621
963,543
964,2057
965,767
966,854
967,2078
968,483
969,1795
970,97
971,2147
972,1180
973,808
974,2496
975,2485
976,896
977,1263
978,563
979,1675
980,341
981,2152
982,938
983,96
984,2028
985,2386
986,484
987,2544
988,272
989,2075
990,308
991,1349
992,970
993,457
994,998
995,2072
996,2074
997,1102
998,1962
999,570
1000,2532
1001,1366
1002,155
1003,900
1004,560
1005,187
1006,1619
1007,2510
1008,1756
1009,1632
1010,1755
1011,1574
1012,1748
1013,1326
1014,2455
1015,2261
1016,1059
1017,1793
1018,1572
1019,1454
1020,1805
1021,2583
1022,1644
1023,268
1024,336
1025,2522
1026,816
1027,2358
1028,628
1029,155
1030,1790
1031,462
1032,884
1033,1128
1034,181
1035,1192
1036,730
1037,2469
1038,1268
1039,539
1040,1080
1041,25
1042,2386
1043,1136
1044,2434
1045,91
1046,1449
1047,2614
1048,772
1049,550
1050,2061
1051,1236
1052,450
1053,1955
1054,1358
1055,1815
1056,1551
1057,2159
1058,181
1059,2510
1060,1859
1061,1734
1062,2064
1063,317
1064,1687
1065,1264
1066,822
1067,686
1068,1791
1069,1905
1070,1857
1071,2412
1072,1548
1073,1544
1074,1147
1075,1984
1076,192
1077,1353
1078,2202
1079,2219
1080,2511
1081,1909
1082,1905
1083,484
1084,622
1085,179
1086,533
1087,1540
1088,1127
1089,1398
1090,1590
1091,2133
1092,2399
1093,2439
1094,1574
1095,2420
1096,869
1097,1231
1098,997
1099,2133
1100,1882
1101,2287
1102,1335
1103,1062
1104,2007
1105,2106
1106,2038
1107,1538
1108,555
1109,1926
1110,1219
1111,1612
1112,1513
1113,360
1114,901
1115,1386
1116,2444
1117,1103
1118,2192
1119,1273
1120,1518
1121,2392
1122,624
1123,455
1124,2561
1125,1478
1126,4
1127,2235
1128,320
1129,2395
1130,2474
1131,139
1132,1517
1133,630
1134,1688
1135,363
1136,500
1137,2359
1138,1172
1139,1478
1140,1990
1141,1500
1142,947
1143,2072
1144,1724
1145,2216
1146,1105
1147,675
1148,1494
1149,248
1150,215
1151,605
1152,1744
1153,696
1154,1872
1155,2560
1156,2523
1157,44
1158,350
1159,1800
1160,1376
1161,168
1162,456
1163,2338
1164,1725
1165,388
1166,2620
1167,374
1168,401
1169,149
1170,384
1171,1105
1172,425
1173,1529
1174,1626
1175,273
1176,1444
1177,937
1178,2263
1179,2142
1180,628
1181,1193
1182,1517
1183,1830
1184,925
1185,366
1186,1782
1187,1857
1188,1569
1189,810
1190,1984
1191,2442
1192,1637
1193,1539
1194,1998
1195,1870
1196,1363
1197,51
1198,313
1199,1612
1200,841
1201,39
1202,346
1203,1981
1204,423
1205,1353
1206,913
1207,454
1208,2054
1209,8
1210,321
1211,335
1212,136
1213,2502
1214,1382
1215,673
1216,431
1217,208
1218,1264
1219,1428
1220,2090
1221,1505
1222,111
1223,2075
1224,1461
1225,2478
1226,1310
1227,1587
1228,2465
1229,2157
1230,1811
1231,1045
1232,1916
1233,932
1234,583
1235,2458
1236,2441
1237,363
1238,1021
1239,136
1240,2481
1241,1585
1242,998
1243,926
1244,566
1245,650
1246,674
1247,23
1248,2072
1249,1063
1250,407
1251,2260
1252,1881
1253,910
1254,2098
1255,100
1256,1887
1257,2225
1258,2145
1259,53
1260,2140
1261,2286
1262,2355
1263,2160
1264,696
1265,1571
1266,909
1267,1528
1268,2406
1269,2424
1270,2511
1271,507
1272,2230
1273,2424
1274,1506
1275,863
1276,1069
1277,1718
1278,1993
1279,94
1280,183
1281,2053
1282,325
1283,484
1284,1960
1285,824
1286,1431
1287,891
1288,152
1289,622
1290,610
1291,103
1292,2529
1293,1468
1294,2448
1295,469
1296,1141
1297,2334
1298,2031
1299,863
1300,2359
1301,334
1302,2057
1303,741
1304,1546
1305,2145
1306,1118
1307,2363
1308,530
1309,495
1310,1753
1311,215
1312,753
1313,343
1314,279
1315,2013
1316,151
1317,1553
1318,1498
1319,56
1320,1142
1321,2360
1322,1348
1323,2236
1324,550
1325,321
1326,2279
1327,1204
1328,243
1329,906
1330,2
1331,1846
1332,1860
1333,1461
1334,155
1335,2267
1336,959
1337,1691
1338,1084
1339,2075
1340,2384
1341,1834
1342,1528
1343,1849
1344,207
1345,448
1346,284
1347,1737
1348,320
1349,1773
1350,1471
1351,178
1352,1951
1353,1647
1354,40
1355,718
1356,1523
1357,1367
1358,199
1359,1325
1360,334
1361,2391
1362,1414
1363,1219
1364,2181
1365,227
1366,892
1367,2444
1368,896
1369,313
1370,2430
1371,2373
1372,221
1373,2367
1374,214
1375,1573
1376,750
1377,1163
1378,779
1379,1627
1380,2241
1381,557
1382,418
1383,2603
1384,2181
1385,2546
1386,162
1387,1026
1388,528
1389,920
1390,1557
1391,2232
1392,1866
1393,1793
1394,2509
1395,1351
1396,1841
1397,2013
1398,1083
1399,2371
1400,56
1401,69
1402,1319
1403,1920
1404,2619
1405,1197
1406,921
1407,1287
1408,2362
1409,1017
1410,2409
1411,1989
1412,687
1413,1823
1414,343
1415,1593
1416,2591
1417,869
1418,77
1419,1050
1420,1013
1421,671
1422,1805
1423,1540
1424,570
1425,1006
1426,1098
1427,1913
1428,1161
1429,2329
1430,781
1431,1398
1432,860
1433,364
1434,1387
1435,1872
1436,1613
1437,2109
1438,2511
1439,1180
1440,475
1441,1609
1442,764
1443,70
1444,1460
1445,1418
1446,1327
1447,1837
1448,468
1449,417
1450,1645
1451,2146
1452,1330
1453,2133
1454,2304
1455,1104
1456,1691
1457,871
1458,1091
1459,1082
1460,987
1461,1934
1462,504
1463,1165
1464,1781
1465,1121
1466,2470
1467,2030
1468,1510
1469,357
1470,1575
1471,1123
1472,2496
1473,1315
1474,576
1475,1324
1476,331
1477,2365
1478,1448
1479,1003
1480,2374
1481,407
1482,2441
1483,2080
1484,1293
1485,1642
1486,565
1487,370
1488,672
1489,115
1490,671
1491,1273
1492,222
1493,1462
1494,291
1495,111
1496,1336
1497,283
1498,2174
1499,1204
1500,1389
1501,82
1502,2027
1503,833
1504,973
1505,147
1506,1366
1507,1332
1508,1940
1509,1348
1510,1247
1511,1824
1512,1124
1513,926
1514,1529
1515,2514
1516,1781
1517,1050
1518,1567
1519,75
1520,1015
1521,1881
1522,1914
1523,605
1524,2498
1525,368
1526,2127
1527,1265
1528,665
1529,319
1530,1614
1531,461
1532,2456
1533,1065
1534,977
1535,1145
1536,2258
1537,1520
1538,262
1539,1996
1540,2289
1541,1327
1542,2468
1543,734
1544,149
1545,345
1546,2405
1547,694
1548,1714
1549,1433
1550,2620
1551,2077
1552,2554
1553,2030
1554,2085
1555,1684
1556,1429
1557,1280
1558,1283
1559,2003
1560,2598
1561,125
1562,424
1563,2111
1564,298
1565,1074
1566,1641
1567,1099
1568,1378
1569,1696
1570,1918
1571,824
1572,493
1573,2110
1574,857
1575,1507
1576,2578
1577,2469
1578,2446
1579,1112
1580,2164
1581,729
1582,887
1583,2028
1584,1370
1585,798
1586,127
1587,2530
1588,1898
1589,269
1590,2074
1591,906
1592,318
1593,1239
1594,121
1595,536
1596,1132
1597,1407
1598,2045
1599,161
1600,360
1601,1096
1602,154
1603,2283
1604,1105
1605,2571
1606,2273
1607,2072
1608,433
1609,1391
1610,1133
1611,387
1612,2379
1613,2606
1614,728
1615,796
1616,709
1617,1197
1618,2267
1619,2361
1620,59
1621,2013
1622,2547
1623,1934
1624,410
1625,818
1626,2348
1627,423
1628,1849
1629,2587
1630,2454
1631,931
1632,1468
1633,1507
1634,1909
1635,1515
1636,809
1637,1840
1638,59
1639,479
1640,964
1641,2572
1642,893
1643,1311
1644,1902
1645,1360
1646,2223
1647,1061
1648,11
1649,374
1650,1462
1651,420
1652,1589
1653,2078
1654,1686
1655,1419
1656,2335
1657,2349
1658,1303
1659,469
1660,1560
1661,2069
1662,1348
1663,118
1664,992
1665,1112
1666,2144
1667,316
1668,425
1669,1978
1670,2613
1671,1535
1672,1712
1673,192
1674,2567
1675,1155
1676,495
1677,1244
1678,2002
1679,1457
1680,1429
1681,750
1682,2441
1683,1465
1684,2411
1685,2223
1686,2330
1687,2009
1688,406
1689,279
1690,716
1691,1970
1692,1068
1693,1580
1694,2547
1695,766
1696,1529
1697,1270
1698,2403
1699,1705
1700,802
1701,1495
1702,1963
1703,1912
1704,2020
1705,160
1706,1741
1707,131
1708,473
1709,2262
1710,1784
1711,2061
1712,636
1713,1086
1714,636
1715,1639
1716,72
1717,109
1718,1322
1719,258
1720,1286
1721,631
1722,2198
1723,854
1724,1172
1725,1135
1726,1650
1727,2455
1728,2575
1729,1950
1730,2537
1731,254
1732,1405
1733,2078
1734,2245
1735,11
1736,749
1737,1727
1738,1792
1739,964
1740,1045
1741,1427
1742,347
1743,2594
1744,484
1745,286
1746,30
1747,1279
1748,2482
1749,302
1750,40
1751,122
1752,1931
1753,692
1754,1942
1755,958
1756,1351
1757,1692
1758,2513
1759,497
1760,1642
1761,424
1762,2194
1763,539
1764,19
1765,1044
1766,2191
1767,396
1768,118
1769,763
1770,2517
1771,480
1772,2604
1773,1737
1774,2005
1775,431
1776,2487
1777,1262
1778,1051
1779,1160
1780,988
1781,628
1782,1539
1783,1879
1784,150
1785,1998
1786,1701
1787,2212
1788,957
1789,259
1790,1319
1791,2400
1792,2369
1793,1034
1794,2402
1795,2486
1796,2490
1797,2108
1798,204
1799,1239
1800,2610
1801,873
1802,2212
1803,2196
1804,1952
1805,329
1806,679
1807,1847
1808,826
1809,974
1810,352
1811,1438
1812,74
1813,1093
1814,2539
1815,1207
1816,1973
1817,2511
1818,1019
1819,2166
1820,196
1821,1484
1822,2450
1823,2075
1824,92
1825,1458
1826,2180
1827,1696
1828,747
1829,805
1830,1221
1831,1660
1832,134
1833,155
1834,568
1835,264
1836,352
1837,1856
1838,919
1839,585
1840,884
1841,985
1842,1108
1843,1142
1844,1493
1845,2220
1846,1260
1847,1332
1848,870
1849,425
1850,1946
1851,1083
1852,2150
1853,10
1854,95
1855,2080
1856,927
1857,160
1858,785
1859,917
1860,1443
1861,82
1862,1059
1863,2182
1864,567
1865,2316
1866,1670
1867,2177
1868,1981
1869,654
1870,1122
1871,792
1872,1585
1873,304
1874,1795
1875,2401
1876,1436
1877,800
1878,917
1879,1141
1880,806
1881,2081
1882,58
1883,1894
1884,992
1885,1438
1886,1768
1887,1844
1888,1163
1889,1661
1890,560
1891,2414
1892,2307
1893,121
1894,2286
1895,1097
1896,979
1897,2114
1898,697
1899,654
1900,1627
1901,531
1902,1733
1903,453
1904,1140
1905,1989
1906,675
1907,1788
1908,1316
1909,13
1910,547
1911,2236
1912,1046
1913,1002
1914,2313
1915,4
1916,1990
1917,1074
1918,2148
1919,2352
1920,2210
1921,100
1922,2144
1923,1276
1924,343
1925,1083
1926,1696
1927,4
1928,1102
1929,1870
1930,859
1931,670
1932,302
1933,2023
1934,1251
1935,449
1936,736
1937,2034
1938,36
1939,204
1940,1681
1941,2359
1942,1479
1943,1017
1944,1672
1945,1781
1946,301
1947,837
1948,1336
1949,480
1950,11
1951,235
1952,226
1953,1556
1954,1701
1955,2581
1956,1015
1957,2285
1958,2420
1959,639
1960,1879
1961,1626
1962,90
1963,1761
1964,1914
1965,1021
1966,2414
1967,1436
1968,2094
1969,1918
1970,216
1971,524
1972,1777
1973,2142
1974,253
1975,1708
1976,681
1977,2493
1978,1868
1979,1431
1980,1323
1981,955
1982,1979
1983,1276
1984,1877
1985,2469
1986,1583
1987,1017
1988,274
1989,2594
1990,349
1991,367
1992,2512
1993,623
1994,525
1995,502
1996,2059
1997,1534
1998,719
1999,1125
2000,1667
2001,1330
2002,1524
2003,2304
2004,1910
2005,943
2006,2068
2007,2333
2008,1698
2009,1971
2010,1906
2011,543
2012,1449
2013,2132
2014,723
2015,2533
2016,1396
2017,2120
2018,465
2019,1919
2020,1697
2021,2200
2022,615
2023,888
2024,937
2025,255
2026,2546
2027,56
2028,244
2029,1970
2030,2421
2031,1504
2032,702
2033,732
2034,454
2035,2613
2036,1436
2037,1057
2038,520
2039,1700
2040,1704
2041,2300
2042,1917
2043,2027
2044,331
2045,1031
2046,387
2047,1577
2048,2147
2049,1029
2050,529
2051,147
2052,501
2053,1791
2054,2613
2055,236
2056,387
2057,2588
2058,480
2059,37
2060,545
2061,904
2062,2404
2063,244
2064,1882
2065,1130
2066,262
2067,1412
2068,1430
2069,2190
2070,787
2071,2425
2072,804
2073,779
2074,984
2075,1127
2076,1996
2077,1301
2078,445
2079,586
2080,1822
2081,1121
2082,1713
2083,339
2084,1262
2085,1508
2086,1573
2087,831
2088,447
2089,2030
2090,2157
2091,718
2092,507
2093,1120
2094,882
2095,3
2096,2145
2097,1720
2098,1458
2099,1609
2100,2512
2101,1785
2102,1542
2103,82
2104,1985
2105,2
2106,1783
2107,1961
2108,2566
2109,163
2110,684
2111,2292
2112,2416
2113,536
2114,709
2115,2516
2116,1962
2117,423
2118,2585
2119,1714
2120,1830
2121,248
2122,1446
2123,1357
2124,1582
2125,1013
2126,438
2127,644
2128,9
2129,312
2130,160
2131,1368
2132,922
2133,190
2134,1204
2135,543
2136,1360
2137,896
2138,1787
2139,2087
2140,1319
2141,1005
2142,1431
2143,1111
2144,277
2145,2537
2146,253
2147,1146
2148,1773
2149,1869
2150,1124
2151,906
2152,1373
2153,2374
2154,2370
2155,947
2156,949
2157,901
2158,2347
2159,414
2160,1740
2161,196
2162,1576
2163,1721
2164,1608
2165,612
2166,2065
2167,1628
2168,1874
2169,1070
2170,657
2171,423
2172,2407
2173,1713
2174,998
2175,186
2176,586
2177,999
2178,1190
2179,138
2180,549
2181,1198
2182,2604
2183,1512
2184,177
2185,2604
2186,656
2187,391
2188,1749
2189,2385
2190,672
2191,1328
2192,2417
2193,2004
2194,1079
2195,1114
2196,983
2197,2114
2198,2052
2199,1383
2200,642
2201,2145
2202,1351
2203,2162
2204,876
2205,1359
2206,1598
2207,749
2208,1605
2209,14
2210,2275
2211,1203
2212,712
2213,1340
2214,1681
2215,1513
2216,2489
2217,626
2218,495
2219,89
2220,2139
2221,1543
2222,1704
2223,127
2224,1903
2225,2620
2226,2031
2227,753
2228,29
2229,2377
2230,2423
2231,2407
2232,2329
2233,984
2234,1912
2235,1657
2236,2382
2237,438
2238,983
2239,221
2240,2389
2241,260
2242,1193
2243,647
2244,2168
2245,993
2246,1292
2247,364
2248,2076
2249,2143
2250,637
2251,1745
2252,185
2253,1323
2254,931
2255,1375
2256,1580
2257,1653
2258,1275
2259,2031
2260,804
2261,2163
2262,2137
2263,2177
2264,1206
2265,2543
2266,502
2267,1382
2268,272
2269,2108
2270,2450
2271,711
2272,1287
2273,784
2274,211
2275,2394
2276,84
2277,864
2278,599
2279,1032
2280,1123
2281,2393
2282,1665
2283,2051
2284,2620
2285,1096
2286,1889
2287,404
2288,1735
2289,65
2290,2514
2291,2424
2292,67
2293,724
2294,1717
2295,1567
2296,2153
2297,2551
2298,2189
2299,1077
2300,1013
2301,988
2302,356
2303,656
2304,2585
2305,1569
2306,1067
2307,1496
2308,965
2309,1818
2310,2427
2311,852
2312,1312
2313,1977
2314,2293
2315,1559
2316,1719
2317,623
2318,952
2319,761
2320,2516
2321,1663
2322,1400
2323,784
2324,539
2325,1749
2326,2583
2327,2296
2328,984
2329,1948
2330,626
2331,281
2332,169
2333,205
2334,2491
2335,1744
2336,1715
2337,2300
2338,675
2339,259
2340,534
2341,1142
2342,2185
2343,70
2344,1751
2345,2443
2346,617
2347,859
2348,1353
2349,1424
2350,2195
2351,252
2352,2073
2353,915
2354,30
2355,1749
2356,761
2357,1590
2358,713
2359,1007
2360,2436
2361,629
